subject,sessionIndex,rep,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
s042,7,28,0.1124,0.2426,0.1302,0.0399,0.1594,0.1195,0.0528,0.1694,0.1166,0.0644,0.2704,0.206,0.0501,0.2807,0.2306,0.0734,0.1618,0.0884,0.0876,0.099,0.0114,0.0702,0.167,0.0968,0.1414,0.115,-0.0264,0.134,0.2834,0.1494,0.1039
s042,7,29,0.1234,0.2438,0.1204,0.0617,0.1416,0.0799,0.0739,0.1512,0.0773,0.0691,0.2635,0.1944,0.0559,0.3034,0.2475,0.0612,0.133,0.0718,0.1016,0.1175,0.0159,0.0849,0.173,0.0881,0.1142,0.082,-0.0322,0.1113,0.2794,0.1681,0.125
s042,7,30,0.1356,0.2634,0.1278,0.0475,0.1459,0.0984,0.0704,0.1509,0.0805,0.0704,0.2603,0.1899,0.0509,0.2826,0.2317,0.0633,0.1272,0.0639,0.1029,0.1291,0.0262,0.0855,0.1668,0.0813,0.1185,0.0831,-0.0354,0.1216,0.2634,0.1418,0.0979
s042,7,31,0.1219,0.2692,0.1473,0.0356,0.1361,0.1005,0.0507,0.1417,0.091,0.0549,0.2754,0.2205,0.0517,0.2958,0.2441,0.0591,0.1536,0.0945,0.0878,0.1224,0.0346,0.0778,0.1633,0.0855,0.1369,0.1229,-0.014,0.1147,0.2921,0.1774,0.1037
s042,7,32,0.0963,0.2497,0.1534,0.0525,0.1609,0.1084,0.0588,0.1366,0.0778,0.0594,0.2886,0.2292,0.0525,0.2949,0.2424,0.0639,0.1343,0.0704,0.1002,0.1177,0.0175,0.0702,0.1834,0.1132,0.1293,0.1076,-0.0217,0.1306,0.2787,0.1481,0.1203
s042,7,33,0.1084,0.2615,0.1531,0.0544,0.1314,0.077,0.0675,0.1561,0.0886,0.0665,0.2553,0.1888,0.0509,0.2899,0.239,0.0517,0.1541,0.1024,0.0981,0.1045,0.0064,0.0844,0.1981,0.1137,0.1055,0.0712,-0.0343,0.1055,0.2631,0.1576,0.1179
s042,7,34,0.1103,0.2136,0.1033,0.0538,0.1801,0.1263,0.0694,0.1074,0.038,0.071,0.2559,0.1849,0.0544,0.3158,0.2614,0.0583,0.1301,0.0718,0.0905,0.1157,0.0252,0.0865,0.1549,0.0684,0.154,0.1392,-0.0148,0.1126,0.2789,0.1663,0.1322
s042,7,35,0.1187,0.2592,0.1405,0.0522,0.1527,0.1005,0.061,0.1488,0.0878,0.0683,0.2777,0.2094,0.0562,0.2923,0.2361,0.0575,0.1235,0.066,0.0958,0.1339,0.0381,0.0707,0.1525,0.0818,0.1451,0.1063,-0.0388,0.1522,0.2813,0.1291,0.1221
s042,7,36,0.1253,0.2827,0.1574,0.0517,0.1345,0.0828,0.0723,0.1646,0.0923,0.0673,0.2693,0.202,0.0538,0.277,0.2232,0.0657,0.1238,0.0581,0.0889,0.1296,0.0407,0.0731,0.1478,0.0747,0.1245,0.092,-0.0325,0.1061,0.2769,0.1708,0.1366
s042,7,37,0.1451,0.2487,0.1036,0.0536,0.1494,0.0958,0.0654,0.1527,0.0873,0.0781,0.2735,0.1954,0.0544,0.2911,0.2367,0.0633,0.1438,0.0805,0.1013,0.1257,0.0244,0.0765,0.1694,0.0929,0.1206,0.0939,-0.0267,0.1066,0.2674,0.1608,0.1406
s042,7,38,0.1095,0.2218,0.1123,0.0615,0.1834,0.1219,0.0712,0.1324,0.0612,0.0728,0.2619,0.1891,0.0602,0.3448,0.2846,0.0654,0.1535,0.0881,0.0863,0.1178,0.0315,0.0823,0.1673,0.085,0.1361,0.0778,-0.0583,0.1153,0.2819,0.1666,0.1395
s042,7,39,0.1292,0.2433,0.1141,0.0607,0.1654,0.1047,0.0918,0.144,0.0522,0.0744,0.2817,0.2073,0.0578,0.3052,0.2474,0.0665,0.1522,0.0857,0.0857,0.1185,0.0328,0.0749,0.1926,0.1177,0.1135,0.0939,-0.0196,0.1021,0.2684,0.1663,0.1308
s042,7,40,0.0712,0.2407,0.1695,0.048,0.1285,0.0805,0.0501,0.159,0.1089,0.0625,0.2679,0.2054,0.0496,0.2815,0.2319,0.0644,0.1549,0.0905,0.0942,0.1104,0.0162,0.0762,0.1535,0.0773,0.1486,0.1079,-0.0407,0.1196,0.259,0.1394,0.1063
s042,7,41,0.1076,0.2544,0.1468,0.0491,0.1319,0.0828,0.0559,0.1728,0.1169,0.076,0.2772,0.2012,0.0536,0.3092,0.2556,0.0628,0.1586,0.0958,0.0995,0.112,0.0125,0.0694,0.1715,0.1021,0.1229,0.0973,-0.0256,0.0728,0.247,0.1742,0.1169
s042,7,42,0.0905,0.256,0.1655,0.0441,0.1256,0.0815,0.0625,0.1662,0.1037,0.0639,0.2933,0.2294,0.0425,0.2916,0.2491,0.0634,0.1565,0.0931,0.1,0.1415,0.0415,0.0786,0.1754,0.0968,0.137,0.0939,-0.0431,0.1064,0.2767,0.1703,0.1179
s042,7,43,0.129,0.2494,0.1204,0.0536,0.1615,0.1079,0.066,0.1454,0.0794,0.0654,0.2716,0.2062,0.047,0.3226,0.2756,0.0655,0.1591,0.0936,0.0873,0.104,0.0167,0.0815,0.1768,0.0953,0.142,0.0752,-0.0668,0.1151,0.2856,0.1705,0.1345
s042,7,44,0.0884,0.2903,0.2019,0.0483,0.1472,0.0989,0.0702,0.1889,0.1187,0.0615,0.4354,0.3739,0.0528,0.296,0.2432,0.0631,0.1415,0.0784,0.105,0.141,0.036,0.0623,0.1586,0.0963,0.1224,0.0844,-0.038,0.1005,0.2734,0.1729,0.1364
s042,7,45,0.1292,0.2568,0.1276,0.0462,0.1686,0.1224,0.0668,0.1401,0.0733,0.0683,0.2766,0.2083,0.0486,0.295,0.2464,0.0639,0.1367,0.0728,0.1124,0.1415,0.0291,0.0936,0.163,0.0694,0.1209,0.0802,-0.0407,0.1227,0.3162,0.1935,0.1058
s042,7,46,0.1221,0.2462,0.1241,0.0538,0.1469,0.0931,0.0678,0.1414,0.0736,0.0689,0.2574,0.1885,0.0528,0.291,0.2382,0.0654,0.1612,0.0958,0.1058,0.1299,0.0241,0.0873,0.1836,0.0963,0.1367,0.0907,-0.046,0.1135,0.2816,0.1681,0.1253
s042,7,47,0.1182,0.2584,0.1402,0.0404,0.1311,0.0907,0.0657,0.1467,0.081,0.0604,0.2737,0.2133,0.0488,0.2947,0.2459,0.0573,0.1996,0.1423,0.0733,0.1356,0.0623,0.0805,0.1404,0.0599,0.1359,0.0897,-0.0462,0.1005,0.2853,0.1848,0.0955
s042,7,48,0.1219,0.3083,0.1864,0.0383,0.1414,0.1031,0.0536,0.1552,0.1016,0.0602,0.2925,0.2323,0.0499,0.2987,0.2488,0.0631,0.1647,0.1016,0.0868,0.112,0.0252,0.0712,0.1491,0.0779,0.1393,0.086,-0.0533,0.1092,0.2792,0.17,0.1084
s042,7,49,0.1045,0.3064,0.2019,0.0438,0.1398,0.096,0.0493,0.168,0.1187,0.0628,0.2677,0.2049,0.0483,0.2794,0.2311,0.0644,0.1459,0.0815,0.1176,0.1301,0.0125,0.0818,0.1602,0.0784,0.1121,0.0688,-0.0433,0.1309,0.2663,0.1354,0.1345
s042,7,50,0.1105,0.2267,0.1162,0.053,0.1393,0.0863,0.0525,0.1446,0.0921,0.0691,0.2627,0.1936,0.0472,0.2669,0.2197,0.0671,0.1531,0.086,0.0902,0.1103,0.0201,0.0689,0.1926,0.1237,0.0826,0.0493,-0.0333,0.1211,0.304,0.1829,0.124
s042,8,1,0.0665,0.3863,0.3198,0.057,0.1137,0.0567,0.0599,0.1285,0.0686,0.0739,0.2308,0.1569,0.0573,0.3158,0.2585,0.0639,0.1792,0.1153,0.0939,0.1117,0.0178,0.0704,0.1382,0.0678,0.1238,0.0794,-0.0444,0.1114,0.2202,0.1088,0.1551
s042,8,2,0.1021,0.2924,0.1903,0.0549,0.1522,0.0973,0.0607,0.1064,0.0457,0.0712,0.2334,0.1622,0.0599,0.3309,0.271,0.062,0.2201,0.1581,0.0968,0.1185,0.0217,0.0699,0.1493,0.0794,0.1211,0.0849,-0.0362,0.1132,0.2051,0.0919,0.1211
s042,8,3,0.0905,0.2906,0.2001,0.0615,0.1528,0.0913,0.0662,0.1227,0.0565,0.0681,0.2171,0.149,0.0628,0.3314,0.2686,0.0604,0.1891,0.1287,0.0881,0.1301,0.042,0.0665,0.1446,0.0781,0.1119,0.0744,-0.0375,0.0963,0.2106,0.1143,0.096
s042,8,4,0.0631,0.2033,0.1402,0.0522,0.1176,0.0654,0.0675,0.1469,0.0794,0.0628,0.2424,0.1796,0.0557,0.3074,0.2517,0.0642,0.1824,0.1182,0.0905,0.0953,0.0048,0.0726,0.146,0.0734,0.1264,0.0802,-0.0462,0.1163,0.1674,0.0511,0.1538
s042,8,5,0.0918,0.2151,0.1233,0.0596,0.1419,0.0823,0.067,0.138,0.071,0.0652,0.2184,0.1532,0.0567,0.325,0.2683,0.0699,0.1683,0.0984,0.0871,0.107,0.0199,0.0691,0.1459,0.0768,0.1301,0.0791,-0.051,0.1182,0.212,0.0938,0.124
s042,8,6,0.0839,0.2326,0.1487,0.057,0.1694,0.1124,0.0615,0.1169,0.0554,0.0681,0.2145,0.1464,0.0549,0.3367,0.2818,0.0673,0.1605,0.0932,0.0813,0.113,0.0317,0.0778,0.1209,0.0431,0.1283,0.0823,-0.046,0.1067,0.2218,0.1151,0.1018
s042,8,7,0.0641,0.2528,0.1887,0.0604,0.1477,0.0873,0.0475,0.1517,0.1042,0.0602,0.2092,0.149,0.053,0.3263,0.2733,0.0623,0.1808,0.1185,0.0865,0.1269,0.0404,0.0654,0.1169,0.0515,0.142,0.0918,-0.0502,0.1003,0.269,0.1687,0.1332
s042,8,8,0.0797,0.2099,0.1302,0.0599,0.1625,0.1026,0.0649,0.1462,0.0813,0.0678,0.2316,0.1638,0.057,0.2834,0.2264,0.0658,0.1568,0.091,0.0857,0.1261,0.0404,0.0586,0.1259,0.0673,0.1298,0.0984,-0.0314,0.1068,0.214,0.1072,0.0923
s042,8,9,0.0878,0.1769,0.0891,0.0636,0.1631,0.0995,0.0681,0.1209,0.0528,0.0728,0.2194,0.1466,0.0581,0.2992,0.2411,0.0557,0.1422,0.0865,0.0847,0.1135,0.0288,0.0704,0.1472,0.0768,0.0947,0.0654,-0.0293,0.1034,0.2046,0.1012,0.1116
s042,8,10,0.0955,0.2173,0.1218,0.0575,0.1802,0.1227,0.077,0.1522,0.0752,0.0741,0.2363,0.1622,0.0588,0.2978,0.239,0.0662,0.1686,0.1024,0.091,0.1146,0.0236,0.0755,0.1742,0.0987,0.1043,0.0599,-0.0444,0.1151,0.2447,0.1296,0.1198
s042,8,11,0.0902,0.2847,0.1945,0.0528,0.119,0.0662,0.0604,0.1293,0.0689,0.0662,0.2268,0.1606,0.062,0.3537,0.2917,0.0712,0.1875,0.1163,0.0773,0.117,0.0397,0.0744,0.1768,0.1024,0.1182,0.0918,-0.0264,0.0805,0.1811,0.1006,0.0686
s042,8,12,0.0639,0.2711,0.2072,0.0522,0.1456,0.0934,0.0541,0.1359,0.0818,0.0683,0.2455,0.1772,0.0581,0.3066,0.2485,0.0673,0.1602,0.0929,0.0934,0.1262,0.0328,0.0755,0.171,0.0955,0.104,0.0667,-0.0373,0.1172,0.2645,0.1473,0.1361
s042,8,13,0.1037,0.2669,0.1632,0.0604,0.1443,0.0839,0.071,0.1578,0.0868,0.071,0.225,0.154,0.0522,0.2727,0.2205,0.0697,0.166,0.0963,0.1,0.1191,0.0191,0.0778,0.1715,0.0937,0.1246,0.0678,-0.0568,0.1146,0.2635,0.1489,0.13
s042,8,14,0.0628,0.2969,0.2341,0.0443,0.1295,0.0852,0.0628,0.1557,0.0929,0.0686,0.2566,0.188,0.0509,0.2786,0.2277,0.0591,0.1718,0.1127,0.095,0.1122,0.0172,0.0765,0.138,0.0615,0.1193,0.0786,-0.0407,0.109,0.2658,0.1568,0.143
s042,8,15,0.0873,0.2386,0.1513,0.057,0.1383,0.0813,0.0623,0.1731,0.1108,0.0704,0.2616,0.1912,0.0549,0.2891,0.2342,0.0761,0.1579,0.0818,0.0913,0.1573,0.066,0.0707,0.1153,0.0446,0.1217,0.0905,-0.0312,0.1106,0.2408,0.1302,0.095
s042,8,16,0.0768,0.231,0.1542,0.0512,0.1786,0.1274,0.0694,0.1499,0.0805,0.0668,0.2532,0.1864,0.0499,0.3462,0.2963,0.0647,0.1652,0.1005,0.1008,0.1386,0.0378,0.0744,0.1259,0.0515,0.138,0.0833,-0.0547,0.1243,0.2516,0.1273,0.1308
s042,8,17,0.0739,0.2326,0.1587,0.0715,0.1797,0.1082,0.0778,0.1403,0.0625,0.077,0.255,0.178,0.0567,0.287,0.2303,0.0702,0.1646,0.0944,0.1066,0.1,-0.0066,0.0829,0.1547,0.0718,0.1124,0.0897,-0.0227,0.1279,0.281,0.1531,0.1683
s042,8,18,0.1026,0.2476,0.145,0.0538,0.1646,0.1108,0.0649,0.139,0.0741,0.0794,0.2566,0.1772,0.0464,0.2878,0.2414,0.0737,0.1729,0.0992,0.0849,0.1174,0.0325,0.0718,0.1283,0.0565,0.1233,0.0818,-0.0415,0.104,0.2925,0.1885,0.1324
s042,8,19,0.0889,0.2624,0.1735,0.0602,0.1415,0.0813,0.066,0.1536,0.0876,0.0712,0.2729,0.2017,0.0559,0.3208,0.2649,0.0628,0.1668,0.104,0.0902,0.1301,0.0399,0.0839,0.1652,0.0813,0.1037,0.0601,-0.0436,0.1195,0.3443,0.2248,0.0915
s042,8,20,0.0855,0.1962,0.1107,0.0683,0.149,0.0807,0.0681,0.1446,0.0765,0.0702,0.2371,0.1669,0.0528,0.2966,0.2438,0.0728,0.1865,0.1137,0.0723,0.1188,0.0465,0.0765,0.1857,0.1092,0.1248,0.081,-0.0438,0.1071,0.295,0.1879,0.1008
s042,8,21,0.0995,0.2679,0.1684,0.0486,0.103,0.0544,0.0741,0.1836,0.1095,0.0768,0.2999,0.2231,0.0515,0.2935,0.242,0.0687,0.1613,0.0926,0.0828,0.0982,0.0154,0.0839,0.1829,0.099,0.1158,0.0862,-0.0296,0.0926,0.2726,0.18,0.1324
s042,8,22,0.1005,0.2747,0.1742,0.0464,0.1184,0.072,0.0541,0.1567,0.1026,0.0757,0.2619,0.1862,0.0496,0.2778,0.2282,0.0697,0.1689,0.0992,0.1024,0.1239,0.0215,0.0834,0.1802,0.0968,0.1227,0.1195,-0.0032,0.0678,0.2919,0.2241,0.0992
s042,8,23,0.1024,0.3402,0.2378,0.0528,0.161,0.1082,0.0681,0.1755,0.1074,0.0773,0.3044,0.2271,0.0541,0.3018,0.2477,0.0713,0.1375,0.0662,0.0966,0.1178,0.0212,0.0718,0.176,0.1042,0.1295,0.111,-0.0185,0.1061,0.2901,0.184,0.1029
s042,8,24,0.0752,0.2668,0.1916,0.0578,0.1591,0.1013,0.0683,0.1411,0.0728,0.0715,0.2629,0.1914,0.0562,0.2939,0.2377,0.0657,0.1644,0.0987,0.0952,0.1003,0.0051,0.0699,0.1522,0.0823,0.1701,0.1147,-0.0554,0.12,0.2773,0.1573,0.1205
s042,8,25,0.1018,0.2845,0.1827,0.0573,0.1446,0.0873,0.0691,0.139,0.0699,0.0747,0.2759,0.2012,0.0554,0.281,0.2256,0.0715,0.158,0.0865,0.0963,0.1236,0.0273,0.0947,0.1757,0.081,0.1277,0.0928,-0.0349,0.123,0.2851,0.1621,0.1124
s042,8,26,0.105,0.2402,0.1352,0.0581,0.1644,0.1063,0.0649,0.1309,0.066,0.0739,0.2532,0.1793,0.048,0.2886,0.2406,0.0666,0.1357,0.0691,0.1018,0.1154,0.0136,0.0707,0.1636,0.0929,0.1358,0.0883,-0.0475,0.1387,0.2752,0.1365,0.1134
s042,8,27,0.1034,0.2565,0.1531,0.047,0.1417,0.0947,0.0625,0.1583,0.0958,0.0586,0.2769,0.2183,0.0414,0.2896,0.2482,0.0599,0.1441,0.0842,0.1008,0.1225,0.0217,0.0815,0.1372,0.0557,0.157,0.1303,-0.0267,0.1074,0.2861,0.1787,0.1126
s042,8,28,0.1084,0.2713,0.1629,0.0536,0.1341,0.0805,0.072,0.163,0.091,0.076,0.2722,0.1962,0.048,0.2815,0.2335,0.0707,0.1496,0.0789,0.0881,0.1241,0.036,0.0894,0.1401,0.0507,0.1475,0.0936,-0.0539,0.1343,0.3183,0.184,0.1113
s042,8,29,0.1008,0.24,0.1392,0.0612,0.1839,0.1227,0.0639,0.1436,0.0797,0.0815,0.2627,0.1812,0.0583,0.2983,0.24,0.0679,0.1568,0.0889,0.1042,0.1209,0.0167,0.096,0.1723,0.0763,0.1047,0.0643,-0.0404,0.1232,0.28,0.1568,0.1311
s042,8,30,0.1145,0.2371,0.1226,0.0588,0.1358,0.077,0.0678,0.128,0.0602,0.067,0.2737,0.2067,0.0528,0.3317,0.2789,0.0641,0.1778,0.1137,0.1018,0.1499,0.0481,0.0823,0.1356,0.0533,0.1504,0.0992,-0.0512,0.1174,0.328,0.2106,0.1163
s042,8,31,0.1071,0.2653,0.1582,0.0689,0.1314,0.0625,0.072,0.1548,0.0828,0.0718,0.2923,0.2205,0.048,0.2976,0.2496,0.0657,0.1274,0.0617,0.0847,0.1257,0.041,0.076,0.1452,0.0692,0.1469,0.1036,-0.0433,0.1269,0.2956,0.1687,0.1066
s042,8,32,0.1137,0.2695,0.1558,0.0549,0.1143,0.0594,0.0855,0.1773,0.0918,0.0826,0.2936,0.211,0.0406,0.2965,0.2559,0.0811,0.1486,0.0675,0.1153,0.1391,0.0238,0.0781,0.1404,0.0623,0.1169,0.082,-0.0349,0.1203,0.2935,0.1732,0.1287
s042,8,33,0.1205,0.266,0.1455,0.0491,0.1309,0.0818,0.0836,0.1783,0.0947,0.0778,0.269,0.1912,0.0486,0.2968,0.2482,0.0723,0.1662,0.0939,0.0971,0.1188,0.0217,0.0865,0.148,0.0615,0.1219,0.0844,-0.0375,0.1061,0.3006,0.1945,0.1343
s042,8,34,0.1055,0.2573,0.1518,0.0509,0.1432,0.0923,0.066,0.1296,0.0636,0.0741,0.2959,0.2218,0.0486,0.2984,0.2498,0.0607,0.1523,0.0916,0.1,0.1502,0.0502,0.0791,0.1583,0.0792,0.0834,0.0448,-0.0386,0.1288,0.3289,0.2001,0.1482
s042,8,35,0.1158,0.2391,0.1233,0.0586,0.162,0.1034,0.072,0.1509,0.0789,0.0781,0.2793,0.2012,0.0575,0.2896,0.2321,0.0715,0.1438,0.0723,0.0915,0.1338,0.0423,0.0755,0.1589,0.0834,0.1027,0.0786,-0.0241,0.1267,0.3151,0.1884,0.1192
s042,8,36,0.1,0.2771,0.1771,0.0591,0.1132,0.0541,0.066,0.1436,0.0776,0.0683,0.2758,0.2075,0.0533,0.2765,0.2232,0.071,0.1343,0.0633,0.0923,0.1175,0.0252,0.0773,0.1773,0.1,0.1119,0.0599,-0.052,0.1235,0.2982,0.1747,0.1292
s042,8,37,0.1079,1.0638,0.9559,0.0557,0.1048,0.0491,0.0807,0.1704,0.0897,0.0752,0.2645,0.1893,0.0573,0.2921,0.2348,0.0612,0.1411,0.0799,0.0947,0.1096,0.0149,0.081,0.1726,0.0916,0.1082,0.057,-0.0512,0.1274,0.3037,0.1763,0.1126
s042,8,38,0.114,0.2888,0.1748,0.0486,0.1254,0.0768,0.0678,0.1633,0.0955,0.0762,0.2832,0.207,0.047,0.3145,0.2675,0.0695,0.156,0.0865,0.1124,0.1399,0.0275,0.0733,0.1285,0.0552,0.1464,0.1057,-0.0407,0.1333,0.3149,0.1816,0.1366
s042,8,39,0.1113,0.2671,0.1558,0.0401,0.1564,0.1163,0.0615,0.1559,0.0944,0.0712,0.2861,0.2149,0.0475,0.3002,0.2527,0.066,0.152,0.086,0.0934,0.1441,0.0507,0.0697,0.1412,0.0715,0.153,0.0815,-0.0715,0.1308,0.3145,0.1837,0.1063
s042,8,40,0.0992,0.2901,0.1909,0.0451,0.1601,0.115,0.0802,0.1567,0.0765,0.0765,0.2835,0.207,0.0559,0.3202,0.2643,0.0845,0.1977,0.1132,0.1068,0.1246,0.0178,0.0884,0.1715,0.0831,0.1206,0.0757,-0.0449,0.1208,0.2903,0.1695,0.1316
s042,8,41,0.1205,0.2692,0.1487,0.0623,0.1486,0.0863,0.071,0.1417,0.0707,0.077,0.2903,0.2133,0.0623,0.3039,0.2416,0.0736,0.1546,0.081,0.0992,0.1362,0.037,0.0815,0.1232,0.0417,0.1407,0.1005,-0.0402,0.1383,0.274,0.1357,0.1158
s042,8,42,0.0981,0.2615,0.1634,0.0517,0.1395,0.0878,0.076,0.1857,0.1097,0.0694,0.279,0.2096,0.0559,0.3052,0.2493,0.0665,0.1596,0.0931,0.1024,0.1444,0.042,0.086,0.1913,0.1053,0.0805,0.0617,-0.0188,0.1085,0.2991,0.1906,0.1016
s042,8,43,0.0889,0.2616,0.1727,0.0499,0.1425,0.0926,0.0554,0.1585,0.1031,0.0789,0.2801,0.2012,0.0512,0.2889,0.2377,0.067,0.1683,0.1013,0.095,0.1299,0.0349,0.0905,0.1444,0.0539,0.134,0.0912,-0.0428,0.1066,0.2969,0.1903,0.072
s042,8,44,0.0963,0.2684,0.1721,0.0422,0.1198,0.0776,0.0778,0.1643,0.0865,0.0673,0.2609,0.1936,0.0496,0.3089,0.2593,0.0657,0.1272,0.0615,0.0907,0.1272,0.0365,0.0697,0.1433,0.0736,0.1085,0.0683,-0.0402,0.1191,0.3128,0.1937,0.0873
s042,8,45,0.0995,0.2497,0.1502,0.0628,0.1427,0.0799,0.0786,0.1459,0.0673,0.0744,0.2682,0.1938,0.0501,0.2883,0.2382,0.0681,0.1438,0.0757,0.0755,0.1315,0.056,0.091,0.1921,0.1011,0.0905,0.0488,-0.0417,0.1242,0.2997,0.1755,0.1221
s042,8,46,0.1158,0.2347,0.1189,0.057,0.1971,0.1401,0.0794,0.1456,0.0662,0.0778,0.2663,0.1885,0.0385,0.3202,0.2817,0.0697,0.1365,0.0668,0.082,0.1317,0.0497,0.0826,0.1354,0.0528,0.1327,0.11,-0.0227,0.0865,0.2612,0.1747,0.1155
s042,8,47,0.1084,0.2621,0.1537,0.0462,0.1536,0.1074,0.0652,0.1559,0.0907,0.0762,0.2666,0.1904,0.0559,0.3142,0.2583,0.0731,0.1401,0.067,0.1039,0.1248,0.0209,0.086,0.1794,0.0934,0.1066,0.0633,-0.0433,0.133,0.279,0.146,0.1063
s042,8,48,0.0968,0.2054,0.1086,0.0451,0.2139,0.1688,0.0715,0.1504,0.0789,0.0583,0.6883,0.63,0.0602,0.2969,0.2367,0.071,0.1578,0.0868,0.1058,0.1341,0.0283,0.0762,0.1164,0.0402,0.1372,0.072,-0.0652,0.1219,0.2613,0.1394,0.1066
s042,8,49,0.1155,0.2826,0.1671,0.0528,0.1119,0.0591,0.0612,0.1928,0.1316,0.0834,0.2706,0.1872,0.053,0.3002,0.2472,0.0699,0.1622,0.0923,0.0984,0.1172,0.0188,0.0844,0.1459,0.0615,0.1475,0.0905,-0.057,0.109,0.2951,0.1861,0.1419
s042,8,50,0.0781,0.2589,0.1808,0.0493,0.1145,0.0652,0.0747,0.1715,0.0968,0.0747,0.2793,0.2046,0.0393,0.2939,0.2546,0.0615,0.1557,0.0942,0.1005,0.1072,0.0067,0.0871,0.1267,0.0396,0.1512,0.1105,-0.0407,0.1119,0.3402,0.2283,0.0697
s043,6,1,0.0707,0.1118,0.0411,0.0931,0.2783,0.1852,0.0673,0.3147,0.2474,0.0578,0.4101,0.3523,0.0596,0.5003,0.4407,0.0607,0.4817,0.421,0.0784,0.1742,0.0958,0.0813,0.2955,0.2142,0.0762,0.3497,0.2735,0.0617,0.3939,0.3322,0.0559
s043,6,2,0.0509,0.1297,0.0788,0.0665,0.2535,0.187,0.0507,0.2635,0.2128,0.076,0.3394,0.2634,0.0604,0.6275,0.5671,0.0483,0.4611,0.4128,0.0662,0.1459,0.0797,0.0926,0.3137,0.2211,0.0683,0.4143,0.346,0.057,0.3414,0.2844,0.0343
s043,6,3,0.0625,0.3053,0.2428,0.0607,0.2522,0.1915,0.0559,0.279,0.2231,0.0602,0.4265,0.3663,0.0551,0.5175,0.4624,0.0586,0.4337,0.3751,0.0694,0.1331,0.0637,0.1153,0.2356,0.1203,0.0628,0.3102,0.2474,0.0504,0.2971,0.2467,0.0538
s043,6,4,0.0623,0.2977,0.2354,0.0662,0.2669,0.2007,0.0689,0.3234,0.2545,0.0728,0.4597,0.3869,0.0544,0.5054,0.451,0.0562,0.4318,0.3756,0.0662,0.0903,0.0241,0.1079,0.3081,0.2002,0.0501,0.3001,0.25,0.0422,0.3148,0.2726,0.0522
s043,6,5,0.0583,0.4163,0.358,0.0691,0.1867,0.1176,0.0631,0.2891,0.226,0.0689,0.3455,0.2766,0.061,0.546,0.485,0.057,0.4737,0.4167,0.053,0.1,0.047,0.11,0.2501,0.1401,0.0544,0.3068,0.2524,0.043,0.3417,0.2987,0.042
s043,6,6,0.061,0.3038,0.2428,0.0802,0.2255,0.1453,0.0905,0.278,0.1875,0.0786,0.5372,0.4586,0.0707,0.594,0.5233,0.0443,0.4162,0.3719,0.0644,0.1481,0.0837,0.1126,0.2065,0.0939,0.0583,0.6954,0.6371,0.0588,0.3649,0.3061,0.0412
s043,6,7,0.0549,0.4261,0.3712,0.0834,0.1863,0.1029,0.0673,0.282,0.2147,0.0881,0.3695,0.2814,0.0623,0.5748,0.5125,0.0425,0.4271,0.3846,0.0639,0.1181,0.0542,0.0973,0.1994,0.1021,0.0575,0.2925,0.235,0.043,0.3079,0.2649,0.0425
s043,6,8,0.0573,0.1596,0.1023,0.0689,0.1897,0.1208,0.0644,0.2282,0.1638,0.0802,0.4209,0.3407,0.0399,0.4148,0.3749,0.0351,0.4479,0.4128,0.0525,0.0856,0.0331,0.1058,0.2931,0.1873,0.0504,0.2851,0.2347,0.0522,0.3103,0.2581,0.0525
s043,6,9,0.0712,0.2056,0.1344,0.0668,0.1966,0.1298,0.0631,0.2451,0.182,0.0736,0.3787,0.3051,0.067,0.4901,0.4231,0.0409,0.6242,0.5833,0.0459,0.1378,0.0919,0.0815,0.2712,0.1897,0.0483,0.4156,0.3673,0.053,0.3889,0.3359,0.0375
s043,6,10,0.0457,0.3286,0.2829,0.0639,0.2174,0.1535,0.0646,0.3486,0.284,0.0715,0.6669,0.5954,0.0602,0.565,0.5048,0.0443,0.422,0.3777,0.0573,0.0661,0.0088,0.0963,0.2433,0.147,0.0509,0.2925,0.2416,0.0359,0.4411,0.4052,0.0567
s043,6,11,0.0607,0.2128,0.1521,0.0894,0.2666,0.1772,0.057,0.2131,0.1561,0.0878,0.4757,0.3879,0.0602,0.4471,0.3869,0.0435,0.4338,0.3903,0.0549,0.1315,0.0766,0.0926,0.176,0.0834,0.0533,0.2806,0.2273,0.0557,0.3272,0.2715,0.0475
s043,6,12,0.0596,0.2262,0.1666,0.0736,0.2287,0.1551,0.0683,0.2252,0.1569,0.0878,0.4599,0.3721,0.0464,0.5557,0.5093,0.0412,0.4384,0.3972,0.052,0.1062,0.0542,0.1124,0.2069,0.0945,0.0493,0.2932,0.2439,0.0507,0.3417,0.291,0.0359
s043,6,13,0.0654,0.1218,0.0564,0.0728,0.2289,0.1561,0.0551,0.3254,0.2703,0.0681,0.4571,0.389,0.0723,0.5521,0.4798,0.0544,0.4556,0.4012,0.0596,0.1101,0.0505,0.0992,0.2203,0.1211,0.0689,0.4531,0.3842,0.0633,0.3367,0.2734,0.0438
